T2_panel0,T_panel0,T2_panel1,T_panel1,T2_panel2,T_panel2,T2_ld0,T_ld0,T2_ld1,T_ld1,T2_ld2,T_ld2
-0.000276901,0.008097967,-0.000846315,0.01815429,6.4677197e-06,0.008757788,0.000470317,-0.036174908,-0.009927523,0.38028881,-0.002677618,0.15602382
-0.000470157,0.013829925,-0.000566262,0.015747225,0.000173074,0.006200826,-0.000506662,0.019736934,-0.003537907,0.15768376,0.001678062,0.068478294
-0.000334895,0.006638662,-0.000640038,0.014145996,0.000339758,0.002806529,-0.002757071,0.049193997,-0.008108363,0.33834496,0.004950389,0.013161574
-0.000531416,0.020903431,-0.000703623,0.015187561,0.000364203,0.00379012,-0.003982191,0.16509278,-0.005251506,0.21011217,-9.12E-06,0.082908034
-0.000490139,0.016598541,-0.000506228,0.004658926,0.000207508,0.00338768,-0.00348749,0.095225334,-0.002155,0.082096003,0.001693039,0.043630943
-0.00066744,0.018308735,-0.000578529,0.008305204,0.000297223,-0.001732322,-0.005558834,0.16357416,-0.004647192,0.17865479,0.001133439,0.0318156
-0.000637008,0.022288727,-0.000362286,0.010527958,0.000307991,0.001050428,-0.006897223,0.1311409,-0.007094187,0.15953591,-0.0013069,0.059927214
-0.000921834,0.027952379,-0.000448301,0.011004521,0.000222185,-3.26614E-05,-0.001997019,0.039955713,-0.002062615,0.074591964,0.000546272,-0.036558393
-0.000201293,-0.004303025,-0.0004159,0.004026414,0.000235701,-4.54772E-05,-0.0030163,0.008136221,-0.005915156,0.22291234,0.002113107,0.050670866
-0.00029754,0.007138787,-0.000616169,0.01011067,0.000265936,0.000407123,-0.00217852,0.039987799,-0.006342281,0.20959206,0.003220834,0.10071255
-0.000504686,0.01440197,-0.000386798,0.0055001,0.000444168,0.000285907,-0.004444042,0.13857132,-0.002408267,0.19605869,0.002835811,0.10247929
-0.000122872,0.001394881,-0.000394007,0.007260039,0.000368501,-0.000266651,-0.001738759,-0.090509661,-0.005152192,0.205685,0.002765327,-0.015501557
6.7527822e-06,0.003762297,-0.000356244,0.006957016,0.000294564,0.001971447,-0.002361749,0.058351003,-0.002387035,0.12068796,0.002291283,0.061497077
-0.000355554,0.007417685,-0.000485388,0.003908891,0.000226008,0.001046326,-0.006084096,0.16405366,-0.007312382,0.22769867,0.002319155,0.02942832
-0.000144955,-0.000732885,-0.000580473,0.006647523,0.000417706,-0.000851287,-0.000799327,-0.006875287,-0.004018021,0.14022832,0.002052469,0.001578127
-0.000804331,0.020498388,-0.000558514,0.008226793,0.000147602,-7.39743E-05,-0.00500457,0.12892117,-0.00575867,0.17732885,0.002786781,0.020807827
3.29817E-05,-0.000928729,-0.000934994,0.017202763,3.16537E-05,0.002053531,-0.003431104,0.069162667,-0.004527764,0.13735324,0.000618353,0.095715284
-0.000570773,0.015991764,-0.000467469,0.007102776,0.000259411,0.003983286,-0.003535649,0.10765139,-0.001760321,0.095633693,0.001412408,0.049187794
-0.000197272,0.003872946,-0.00028237,0.004251627,0.000112322,-0.00069586,-0.007654861,0.16589539,-0.00179724,0.075278103,0.001649723,0.059634048
-0.000588331,0.013479346,-0.001061785,0.028047461,0.00022173,0.002080493,-0.00386711,0.11519866,-0.011319906,0.38302803,0.002508479,0.032132737
