T2_panel0,T_panel0,T2_panel1,T_panel1,T2_panel2,T_panel2,dT2_panel0,dT_panel0,dT2_panel1,dT_panel1,dT2_panel2,dT_panel2,T2_d0,T_d0,T2_d1,T_d1,T2_d2,T_d2
-.00036425228,.011178339,-.0004637829,.0099103432,.00027444423,-.00308365,.00023569171,-.010606283,-.000054027747,.0023415417,-.00035273115,-.002877007,.0069702724,-.19495288,.0012676206,.04229578,.0063475352,-.026284952
.00015344511,-.0042342497,-.0005366893,.0071536964,.00039468808,.0017117487,.00027986229,-.015580007,.000088269735,.0048967483,-.00041105037,.0024266446,.0059118853,-.13724878,-.0021176948,-.028792592,.00079242571,.038018141
-.00050175667,.013322564,-.00063495932,.0088500492,.00013427348,.0030406015,.00013120475,-.0086278487,.00032361178,.002930901,-.00013212039,-.00097136875,-.0017041687,.21042493,-.0042818268,.073637076,.0010566784,.039021354
-.00018537878,-.0017003199,-.00089027913,.022910856,.00044804637,.0014925795,.00020977936,-.0073245568,.00022162143,-.0043715448,-.00040600455,-.0031581842,-.01560458,.49158236,-.0073328074,-.075863525,-.00056896679,-.17508948
-.00068949815,.02572342,-.0010192611,.023299264,.00019063319,-.0026262901,.00044189178,-.020423615,.0010086652,-.015943153,-.00025699066,.0046487558,.0070215967,-.24557571,.0036357928,-.028916812,.0031124854,.048057657
-.00065731525,.019727878,-.00076601701,.012807159,.00021852601,-.0002058292,.00066811108,-.029738752,.00059049297,-.005130955,-.00019270802,-.0021670321,.0056045754,-.27866715,.0073303604,-.18430221,.0065012453,-.097040884
-.00052146311,.01818284,-.00048336023,.010031428,.00020382788,.00517776,.00048465951,-.019236891,.00024289417,-.0015249263,-.00023258397,-.0042923735,-.0018346533,.074265368,-.00048973801,-.016283462,.0013199162,.010904741
.00010602028,-.0067683668,-.0003724428,.0053861886,.00019573905,.00057419535,.000099754987,-.0027848093,-.00022403234,.0063220575,-.00020210411,-.0015354519,.006421952,-.25391507,-.0026907416,.04947539,.00044320564,.065978311
-.00020704261,.00792751,-.00027463571,.011017853,.00037712033,-.00032407616,-.000039834071,-.0071120709,-.00019082226,.0022050194,-.00029463196,-.0026556328,-.0028846222,.18735613,.0044477745,-.065642118,.0023280231,-.037449114
-.00039146771,.011873725,-.00045564634,.011195085,.00026269443,.0043421159,.00012803214,-.0080615003,-.00019901467,.0042838478,-.00026389543,-.0010719503,-.0010751601,.056357063,-.005286118,.10084683,.00041772763,.094944462
-.00034577955,.010804246,.0001287005,-.0043772538,.000285013,.0066568856,.00013536472,-.0066567007,-.00046669901,.011944595,-.0002591399,-.0038384364,.010538649,-.44339237,.013824327,-.37579149,.0038034846,.026007755
-.00021445018,.011864939,-.00056333252,.014258373,.000089649417,.0012399126,.00009058354,-.011141026,-.00014805039,.0030537955,-.000069568705,-.0042209537,.0014219536,.060643341,.0064274389,-.14812459,.000045481029,.013464019
-.00085922738,.023701154,-.00054633501,.0087758377,.00032115309,.00013556406,.00066247414,-.020244144,.00016281231,.0019341126,-.00034714592,-.0019677475,-.002617768,.13645285,.0018798419,-.0046652202,.0038282436,-.011840017
-.00076419616,.016827,-.00096534012,.021523446,.00025497578,.0017704907,.00037610959,-.0081994301,.00045556526,-.0063634743,-.000331697,-.0012059504,-.0015118325,.039817572,-.0026988208,.035159398,-.0011167084,.04248032
-.00011954427,.0034311889,-.00077626132,.013363185,.00036423377,.0023514121,.000088115412,-.0084877489,.00040609666,-.0028085506,-.00031772483,.00075459626,.0023773341,-.073697537,.00076061615,-.046282142,.00089513336,.1093391
-.00059582578,.013591019,-.00048293045,.019994799,.00034416761,.0013318785,.00046367728,-.019479197,-.00031880441,.0016877158,-.00041194307,-.00016081272,-.0018301168,.073144041,.0073348731,-.068355128,.0030376462,.084898345
-.00017568727,.0072255242,-.00065170322,.010643084,.00016893964,-.0019956634,.00017118923,-.012804384,.00030528585,.00002220852,-.00029465649,.0026985423,-.0088592367,.4014582,.00017139241,-.1738686,-.0024860525,-.071937352
-.00032553068,.0069178785,-.00042588945,.011521318,.00023072562,.00019008928,.00031346522,-.013567771,.000057628873,.000086663436,-.00024305034,-.000035670226,.0027461173,.037070993,.0024119117,.054489009,.0022983626,.055088181
-.00042151599,.010979272,-.00049762032,.013863319,.00075406954,-.0080549503,.00041381849,-.015876949,-.00001684368,.0015661055,-.00048565376,.0026833054,-.0056388406,.2541585,-.0036933145,.022998659,.00022837716,.074105941
