T2_panel0,T_panel0,T2_panel1,T_panel1,T2_panel2,T_panel2,T2_ld0,T_ld0,T2_ld1,T_ld1,T2_ld2,T_ld2
-5.74E-06,0.009441695,-0.001020056,0.026246859,0.00017633,1.48583E-05,-0.00262814,0.064474829,-0.001407928,0.18460065,0.004123835,0.087791033
-0.000117365,0.003094614,-0.001276574,0.022335706,0.000113377,-0.007520804,-0.004745462,0.049030434,-0.005968308,0.19189216,0.002337728,0.053355612
-0.000317696,0.016794752,-0.000548183,0.019818567,-1.62E-05,0.001268158,-0.004715452,0.054571804,-0.003547944,0.13206813,0.003491482,-0.020890573
-0.000778463,0.027181679,-0.001246888,0.035633877,0.000284101,-0.000525436,-0.003694702,0.047372758,-0.002965104,0.14937584,0.001579572,0.069325246
-0.00049594,0.016603677,-0.001683165,0.032617338,-0.000144891,0.001226405,-0.005361969,0.083414525,-0.005325852,0.19190271,-0.001231063,0.10919873
0.000139896,-0.005360161,-0.001309784,0.023401286,0.000182949,-0.002909227,-0.005606759,0.14984551,-0.00576702,0.21170272,0.002116923,0.088964485
-0.000578501,0.021091329,-0.000574688,0.020259179,9.32051E-05,-0.000129416,-0.002729477,0.029966209,-0.002153853,0.18661824,0.003206166,0.114969
0.000260293,-0.005413219,-0.001405493,0.017119072,0.000302072,-0.017696409,-0.003404304,0.086669356,-0.003300556,0.12381876,0.003044183,0.059741516
-0.000849107,0.024178233,-0.000978252,0.026032139,0.000287245,-0.003847651,-0.001828526,0.050336674,-0.004676124,0.26913112,0.00133052,0.13529126
-0.000109002,-0.004254071,-0.001569518,0.023442833,-3.44E-05,-0.004797912,-0.001179262,-0.070854984,-0.007326599,0.20877789,0.002307101,0.055910025
-8.95E-05,0.003121821,-0.001329502,0.026929438,7.53841E-05,-0.007695143,-0.0040164,0.045500267,-0.006595914,0.2589424,0.005051999,-0.024882577
0.00010524,0.010153492,-0.001552678,0.035642717,0.000132843,0.001403562,-0.003428746,0.031818312,-0.005259464,0.17612785,0.002261172,0.077027366
-0.000258832,0.006305759,-0.001741531,0.035914943,-0.000236105,0.003235599,-0.003872644,0.028967649,-0.004837281,0.18118906,0.0003696,0.079677567
-0.000654753,0.024256676,-0.001043407,0.028231801,-3.75E-05,0.000273797,-0.004571925,0.077421598,-0.006398138,0.287754,0.003496147,0.058885172
-0.000335159,0.009599531,-0.001273288,0.025274251,0.000570556,-0.018257748,-0.002438409,-0.024636792,-0.006396449,0.2295056,0.002664869,0.015838588
-0.000246632,0.009808308,-0.000982593,0.020334715,8.17244E-05,-0.000331095,-0.0046669,0.074273601,-0.002813049,0.14787869,0.000730919,0.13011944
